Title,Price,Rating,Description,Author,LINK
"Azure Machine Learning Engineering: Deploy, fine-tune, and optimize ML models using Microsoft Azure",$39.99,5,"Fully build and productionize end-to-end machine learning solutions using Azure Machine Learning ServiceKey FeaturesAutomate complete machine learning solutions using Microsoft AzureUnderstand how to productionize machine learning modelsGet to grips with monitoring, MLOps, deep learning, distributed training, and reinforcement learningBook DescriptionData scientists working on productionizing machine learning (ML) workloads face a breadth of challenges at every step owing to the countless factors involved in getting ML models deployed and running. This book offers solutions to common issues, detailed explanations of essential concepts, and step-by-step instructions to productionize ML workloads using the Azure Machine Learning service. You'll see how data scientists and ML engineers working with Microsoft Azure can train and deploy ML models at scale by putting their knowledge to work with this practical guide.Throughout the book, you'll learn how to train, register, and productionize ML models by making use of the power of the Azure Machine Learning service. You'll get to grips with scoring models in real time and batch, explaining models to earn business trust, mitigating model bias, and developing solutions using an MLOps framework.By the end of this Azure Machine Learning book, you'll be ready to build and deploy end-to-end ML solutions into a production system using the Azure Machine Learning service for real-time scenarios.What you will learnTrain ML models in the Azure Machine Learning serviceBuild end-to-end ML pipelinesHost ML models on real-time scoring endpointsMitigate bias in ML modelsGet the hang of using an MLOps framework to productionize modelsSimplify ML model explainability using the Azure Machine Learning service and Azure InterpretWho this book is forMachine learning engineers and data scientists who want to move to ML engineering roles will find this AMLS book useful. Familiarity with the Azure ecosystem will assist with understanding the concepts covered.Table of ContentsIntroducing Azure Machine LearningWorking with Data in AMLSTraining Machine Learning Models in AMLSTuning Your Models with AMLSAzure Automated Machine LearningDeploying ML Models for Real-Time InferencingDeploying ML Models for Batch ScoringResponsible AIProductionizing Your Workload with MLOpsUsing Deep Learning in Azure Machine LearningUsing Distributed Training in AMLS",Sina Fakhraee,https://www.amazon.com/Azure-Machine-Learning-Engineering-fine-tune/dp/1803239301/ref=sr_1_18?keywords=machine+learning+engineering+books&qid=1680599041&s=books&sr=1-18
Machine Learning Engineering in Action,$47.99,5,"Field-tested tips, tricks, and design patterns for building machine learning projects that are deployable, maintainable, and secure from concept to production.In Machine Learning Engineering in Action, you will learn:      Evaluating data science problems to find the most effective solution     Scoping a machine learning project for usage expectations and budget     Process techniques that minimize wasted effort and speed up production     Assessing a project using standardized prototyping work and statistical validation     Choosing the right technologies and tools for your project     Making your codebase more understandable, maintainable, and testable     Automating your troubleshooting and logging practices  Ferrying a machine learning project from your data science team to your end users is no easy task. Machine Learning Engineering in Action will help you make it simple. Inside, you’ll find fantastic advice from veteran industry expert Ben Wilson, Principal Resident Solutions Architect at Databricks.  Ben introduces his personal toolbox of techniques for building deployable and maintainable production machine learning systems. You’ll learn the importance of Agile methodologies for fast prototyping and conferring with stakeholders, while developing a new appreciation for the importance of planning. Adopting well-established software development standards will help you deliver better code management, and make it easier to test, scale, and even reuse your machine learning code. Every method is explained in a friendly, peer-to-peer style and illustrated with production-ready source code.  About the technology Deliver maximum performance from your models and data. This collection of reproducible techniques will help you build stable data pipelines, efficient application workflows, and maintainable models every time. Based on decades of good software engineering practice, machine learning engineering ensures your ML systems are resilient, adaptable, and perform in production.  Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications.  About the book Machine Learning Engineering in Action teaches you core principles and practices for designing, building, and delivering successful machine learning projects. You’ll discover software engineering techniques like conducting experiments on your prototypes and implementing modular design that result in resilient architectures and consistent cross-team communication. Based on the author’s extensive experience, every method in this book has been used to solve real-world projects.  What's inside      Scoping a machine learning project for usage expectations and budget     Choosing the right technologies for your design     Making your codebase more understandable, maintainable, and testable     Automating your troubleshooting and logging practices  About the reader For data scientists who know machine learning and the basics of object-oriented programming.  About the author Ben Wilson is Principal Resident Solutions Architect at Databricks, where he developed the Databricks Labs AutoML project, and is an MLflow committer.  Table of Contents PART 1 AN INTRODUCTION TO MACHINE LEARNING ENGINEERING 1 What is a machine learning engineer? 2 Your data science could use some engineering 3 Before you model: Planning and scoping a project 4 Before you model: Communication and logistics of projects 5 Experimentation in action: Planning and researching an ML project 6 Experimentation in action: Testing and evaluating a project 7 Experimentation in action: Moving from prototype to MVP 8 Experimentation in action: Finalizing an MVP with MLflow and runtime optimization PART 2 PREPARING FOR PRODUCTION: CREATING MAINTAINABLE ML 9 Modularity for ML: Writing testable and legible code 10 Standards of coding and creating maintainable ML code 11 Model measurement and why it’s so important 12 Holding on to your gains by watching for drift 13 ML development hubris PART 3 DEVELOPING PRODUCTION MACHINE LEARNING CODE 14 Writing production code 15 Quality and acceptance testing 16 Production infrastructure",Ben Wilson,https://www.amazon.com/Machine-Learning-Engineering-Action-Wilson/dp/1617298719/ref=sr_1_19?keywords=machine+learning+engineering+books&qid=1680599041&s=books&sr=1-19
Probabilistic Machine Learning: An Introduction (Adaptive Computation and Machine Learning series),"$121,089",4.4,"A detailed and up-to-date introduction to machine learning, presented through the unifying lens of probabilistic modeling and Bayesian decision theory.This book offers a detailed and up-to-date introduction to machine learning (including deep learning) through the unifying lens of probabilistic modeling and Bayesian decision theory. The book covers mathematical background (including linear algebra and optimization), basic supervised learning (including linear and logistic regression and deep neural networks), as well as more advanced topics (including transfer learning and unsupervised learning). End-of-chapter exercises allow students to apply what they have learned, and an appendix covers notation. Probabilistic Machine Learning grew out of the author’s 2012 book, Machine Learning: A Probabilistic Perspective. More than just a simple update, this is a completely new book that reflects the dramatic developments in the field since 2012, most notably deep learning. In addition, the new book is accompanied by online Python code, using libraries such as scikit-learn, JAX, PyTorch, and Tensorflow, which can be used to reproduce nearly all the figures; this code can be run inside a web browser using cloud-based notebooks, and provides a practical complement to the theoretical topics discussed in the book. This introductory text will be followed by a sequel that covers more advanced topics, taking the same probabilistic approach.",Kevin P. Murphy,https://www.amazon.com/Probabilistic-Machine-Learning-Introduction-Computation/dp/0262046822/ref=sr_1_20?keywords=machine+learning+engineering+books&qid=1680599041&s=books&sr=1-20
Artificial Intelligence with Python Cookbook: Proven recipes for applying AI algorithms and deep learning techniques using TensorFlow 2.x and PyTorch 1.6,$39.99,4.4,"Work through practical recipes to learn how to solve complex machine learning and deep learning problems using PythonKey FeaturesGet up and running with artificial intelligence in no time using hands-on problem-solving recipesExplore popular Python libraries and tools to build AI solutions for images, text, sounds, and imagesImplement NLP, reinforcement learning, deep learning, GANs, Monte-Carlo tree search, and much moreBook DescriptionArtificial intelligence (AI) plays an integral role in automating problem-solving. This involves predicting and classifying data and training agents to execute tasks successfully. This book will teach you how to solve complex problems with the help of independent and insightful recipes ranging from the essentials to advanced methods that have just come out of research.Artificial Intelligence with Python Cookbook starts by showing you how to set up your Python environment and taking you through the fundamentals of data exploration. Moving ahead, you'll be able to implement heuristic search techniques and genetic algorithms. In addition to this, you'll apply probabilistic models, constraint optimization, and reinforcement learning. As you advance through the book, you'll build deep learning models for text, images, video, and audio, and then delve into algorithmic bias, style transfer, music generation, and AI use cases in the healthcare and insurance industries. Throughout the book, you'll learn about a variety of tools for problem-solving and gain the knowledge needed to effectively approach complex problems.By the end of this book on AI, you will have the skills you need to write AI and machine learning algorithms, test them, and deploy them for production.What you will learnImplement data preprocessing steps and optimize model hyperparametersDelve into representational learning with adversarial autoencodersUse active learning, recommenders, knowledge embedding, and SAT solversGet to grips with probabilistic modeling with TensorFlow probabilityRun object detection, text-to-speech conversion, and text and music generationApply swarm algorithms, multi-agent systems, and graph networksGo from proof of concept to production by deploying models as microservicesUnderstand how to use modern AI in practiceWho this book is forThis AI machine learning book is for Python developers, data scientists, machine learning engineers, and deep learning practitioners who want to learn how to build artificial intelligence solutions with easy-to-follow recipes. You'll also find this book useful if you're looking for state-of-the-art solutions to perform different machine learning tasks in various use cases. Basic working knowledge of the Python programming language and machine learning concepts will help you to work with code effectively in this book.Table of ContentsGetting Started with Artificial Intelligence in PythonAdvanced Topics in Supervised Machine LearningPatterns, Outliers, and RecommendationsProbabilistic ModelingHeuristic Search Techniques and Logical InferenceDeep Reinforcement LearningAdvanced Image ApplicationsWorking with Moving ImagesDeep Learning in Audio and SpeechNatural Language ProcessingArtificial Intelligence in Production",Ben Auffarth,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDI1OTA2NTY3MDQzMTcyOjE2ODA1OTkwNDE6c3BfYnRmOjIwMDg1MzEyMDQyODk4OjowOjo&url=%2FArtificial-Intelligence-Python-Cookbook-algorithms%2Fdp%2F1789133963%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dmachine%2Blearning%2Bengineering%2Bbooks%26qid%3D1680599041%26s%3Dbooks%26sr%3D1-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA15DBATYR506U3
"JavaScript for Modern Web Development: Building a Web Application Using HTML, CSS, and JavaScript (English Edition)",$27.95,4.2,"Beginner to Expert in Web development with JavaScript: From HTML to React-Redux Key FeaturesAcquire web development skills to build independent applications Understand the basics of HTML, CSS, JavaScript, React and Redux  Create build beautiful applications using HTML, CSS, JavaScript, React and ReduxLearn how to debug and unit test your applications properly to build good end products Follow best practices to write good quality code and build performant applications Description This book will take you on a complete journey of learning web development, starting right with the basics. The book begins with the history of web development and JavaScript, how it has evolved over these years, and how it still keeps growing with new features. Next, you will learn the basic pillars of web development - HTML, CSS, and JavaScript. You will learn about the functional, object-oriented programming and asynchronous behaviour, and how JavaScript provides for these. Empowered with the basics, you will proceed to learn the new features of JavaScript, ES2015, and the latest ES2019. Next, you will apply your learning to build a real application to see how the Web takes shape.At the end, you will also have an introductory section on ReactJS, one of the modern frameworks for UI development and also develop a simple weather application using React. What will you learnBy the end of the book, you will be building real web applications to put your knowledge to practice. This book introduces all the concepts to get started with web application development. To further excel in this field, you really need to practice by building a lot many applications, implementing your own ideas or imitating existing websites. Also remember to practice additional examples provided in the code bundle of the book to master this field.Who this book is forThis book can be used by people who are completely new to software development and want to get into front-end web development by starting from basics. This book can also be used by JavaScript users for a quick reference to the fundamentals of HTML, CSS, JS, and learn ReactJS with Redux, as well as the new features in JavaScript ES2019.Table of Contents 1. History of JS and how it has revolutionized web development2. HTML: Creating Web Content 3. CSS: Making content beautiful4. JavaScript Programming: Making application Interactive5. Functional programming with JavaScript6. Object-Oriented JavaScript7. Asynchronous Programming8. What’s new in ES2019 JavaScript9. Building an application with JavaScript10. Debugging JavaScript Applications11. Unit test automation12. Build and Deploy an Application13. JavaScript Best Practices14. Introduction to React15. Building an application with React 16. State Management in React applications17. Debugging, Testing and Deploying React applications18. What is next - for becoming a pro? About the Authors Alok Ranjan is a B.Tech in Computer Science and Engineering from IIT Delhi. After graduating in 2001, Alok worked with companies like Newgen, Virtusa, and Convergys before starting his entrepreneurial journey.   Abhilasha Sinha is BE Computer Science from Osmania University. After completing her graduation in 2003, she started her career as a Software Engineer with Infosys.   Ranjit Battewad has over 8 years of experience in full-stack web and mobile application development. Associated with WalkingTree Technologies since past over 8 years and playing the role of senior technical lead, he has exposure to complex application architecture design and development.",Alok Ranjan,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjgwNzcyOTY1NDQzODcwOjE2ODA1OTk2Mjg6c3BfYXRmOjIwMDYwMjQxNDc2MjA3OjowOjo&url=%2FJavaScript-Modern-Development-Battewad-Abhilasha%2Fdp%2F9389328721%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dweb%2Bdevelopment%2Bbooks%26qid%3D1680599628%26s%3Dbooks%26sr%3D1-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Web development: This book includes: Web development for Beginners in HTML + Web design with CSS + Javascript basics for Beginners,$59.90,4.1,"This book includes 3 books: - Web development for Beginners in HTML- Web design with CSS- Javascript basics for BeginnersContent of book 1: Are you interested in going back to the basics? Do you want to learn how to develop web pages the old way? Then welcome to this guide.In the same way that a building can only be as strong as its foundation, a webpage can only be as good as the bits and pieces that hold it together. In this case, we're talking about HTML.Hyper Text Markup Language, HTML is the glue that ensures a web page is held together and can be used on many different browsers and devices successfully. It also provides the structure needed to expand your webpages using JavaScript and CSS.HTML is the backbone of any website, and it makes perfect sense to learn how to code in HTML before you try anything fancier.Content of book 2: Build Websites with Style !A practical and easy introduction to CSS coding.The world is changing fast. The Covid-19 pandemic has taught us that the world should go online. All the products and services have turned the tables on physical work and sales. These changes have made it necessary to learn to build websites. Whether you are learning CSS coding to build your own website or you are a professional web designer, this book will help you learn CSS coding faster. I have worked hard to create live code samples for you to try, edit, and produce the desired results for your web page. I have included step-by-step instructions to make the learning curve smooth and digestible. CSS is all about taking care of the little things like width, length, margins, and padding. If you master the art by practicing the codes in this book, you will be able to design a visually amazing and responsive website, which will raise your business's revenue overnight. This book is filled with easy coding samples and step-by-step instructions to help you learn CSS coding.If you've always dreamed of creating beautiful, easy to navigate web pages, then now is your chance to learn.Content of book 3: The market is filled to the brim with books that claim to have the secret recipe to help you learn JavaScript faster. However, few live up to the promises they make. This book is written in a practical and easy way and offers theory and plenty of practical material. There are explanations and practical examples that help beginners learn fast. Instead of diving deeper into lengthy and boring texts, I tried to get straight to the point for each topic.I have defined each topic and added an easy to understand explanation to help you understand the concepts and the main keywords that will do the magic in the code. Coupled with the explanation, you will find a code snippet for each topic that is custom written and has been tested for errors. You can copy them and load them up on a web browser to see the results, or you can simply edit them and customize them to understand them well. The choice is yours. This book is written in an orderly form with beginner-level topics and progressively tougher topics later on. Now is your chance to delve into Javascript basics with this easy to follow guide. With the many examples and code snippets, you'll have everything you need at your fingertips.",Andy Vickler,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjgwNzcyOTY1NDQzODcwOjE2ODA1OTk2Mjg6c3BfYXRmOjIwMTIyMjE0NjI3Nzk4OjowOjo&url=%2FWeb-development-Beginners-design-Javascript%2Fdp%2F195578602X%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dweb%2Bdevelopment%2Bbooks%26qid%3D1680599628%26s%3Dbooks%26sr%3D1-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"Mastering HTML, CSS Javascript Web Publishing",$36.88,4.2,"Book uses basis discriptive style method for explaining HTML topic. It is a well crafted topic for beginners. Surely a first step guide for fresher's or provide a through knowledge for subject to anyone, who are interested to learn.One drawback, that example use for explaining is some what confusing for reader. The images are Blake and white. But okay.","Jennifer Kyrnin Laura Lemay, Rafe Colburn",https://www.amazon.com/Mastering-HTML-CSS-Javascript-Publishing/dp/8183335152/ref=sr_1_3?keywords=web+development+books&qid=1680599628&s=books&sr=1-3
"$1,000,000 Web Designer Guide: A Practical Guide for Wealth and Freedom as an Online Freelancer",$0.00,4.5,"Don’t leave your web design journey up to chance.There are some times in life where it is fun to not plan ahead. For example a random day hanging out with friends or a spontaneous holiday trip to some new place. Web design though is not one of those times! If you leave your web design journey to chance—expect to fail.What this book covers is what I wish I knew when I first started web design. It is the big lessons that make a big difference. Knowing these lessons will help you avoid becoming yet another burnout who is overworked and underpaid. I will be sharing with you clear steps to get more profitable, move forward quickly, and set yourself up for a shot at real success. This book isn't just about money though—it looks at an overall smart approach to having a great business that supports a great life. This is about working smarter—not harder—to enjoy more of what life is all about. If you are ready to go then let’s get started!",Rob Anthony O'Rourke,https://www.amazon.com/000-Web-Designer-Guide-Freelancer-ebook/dp/B08XZP5PPG/ref=sr_1_6?keywords=web+development+books&qid=1680599628&s=books&sr=1-6
"Web Design with HTML, CSS, JavaScript and jQuery Set",$60.34,4.7,"A two-book set for web designers and front-end developersThis two-book set combines the titles HTML & CSS: Designing and Building Web Sites and JavaScript & jQuery: Interactive Front-End Development. Together these two books form an ideal platform for anyone who wants to master HTML and CSS before stepping up to JavaScript and jQuery.HTML & CSS covers structure, text, links, images, tables, forms, useful options, adding style with CSS, fonts, colors, thinking in boxes, styling lists and tables, layouts, grids, and even SEO, Google analytics, ftp, and HTML5. JavaScript & jQuery offers an excellent combined introduction to these two technologies using a clear and simple visual approach using diagrams, infographics, and photographs.A handy two-book set that uniquely combines related technologiesHighly visual format and accessible language makes these books highly effective learning toolsPerfect for beginning web designers and front-end developers",Jon Duckett,https://www.amazon.com/Web-Design-HTML-JavaScript-jQuery/dp/1119038634/ref=sr_1_7?keywords=web+development+books&qid=1680599628&s=books&sr=1-7
Web Coding And Development All - In - One For Dummies,$33.17,4.6,"Brand New International Paper-back Edition same as per description, **Economy edition, May have been printed in Asia with cover stating Not for sale in US. Legal to use despite any disclaimer on cover. Save Money. Contact us for any queries. Best Customer Support! All Orders shipped with Tracking Number.",Paul Mcfedries,https://www.amazon.com/Web-Coding-Development-All-Dummies/dp/8126576014/ref=sr_1_8?keywords=web+development+books&qid=1680599628&s=books&sr=1-8
Web Designing and Publishing,$24.83,4.3,"The book is based on NIELIT `O' Level Module-2 syllabus for Web Designing and Publishing. Book explains technical concepts in an easy-to-understand language and in a simple manner. The purpose of this module is to provide the skill to students in designing layouts of web sites by using a combination of HTML, CSS, and JavaScript to create web pages. A very useful feature of this book is that different types of HTML tags are explained with practical examples, to enable a reader to understand them without any outside help. This book includes current trends on the Internet, such as Client and Server-side scripting languages, types of websites, and AngularJS. It is a client-side JavaScript MVC framework to develop a dynamic web application.",Satish Prof.Jain,https://www.amazon.com/Designing-Publishing-Satish-Prof-Jain/dp/9389845742/ref=sr_1_9?keywords=web+development+books&qid=1680599628&s=books&sr=1-9
Web development: 3 books in 1 : Web development for Beginners in HTML + Web design with CSS + Javascript basics for Beginners,$9.99,4.1,"This book includes 3 books : - Web development for Beginners in HTML- Web design with CSS- Javascript basics for BeginnersContent of book 1 :Are you interested in going back to the basics? Do you want to learn how to develop web pages the old way? Then welcome to this guide.In the same way that a building can only be as strong as its foundation, a webpage can only be as good as the bits and pieces that hold it together. In this case, we’re talking about HTML.Hyper Text Markup Language, HTML is the glue that ensures a web page is held together and can be used on many different browsers and devices successfully. It also provides the structure needed to expand your webpages using JavaScript and CSS.This guide focuses purely on HTML, and here’s what you can expect to learn:- What HTML is and how it works- How to use an HTML text editor- The HTML building blocks – attributes, elements, and tags- How to format your HTML- How to use heading, paragraph, and phrase tags- How to insert links, images, and tables- What HTML lists are- Using HTML classes, frames, and iFrames- Html Comments and File Paths- What’s in the HTML head- Techniques for layout and design- How to use the HTML entities, charset, and symbols- How to add HTML backgrounds, colors, and fonts- How to create a webpage from start to finishHTML is the backbone of any website, and it makes perfect sense to learn how to code in HTML before you try anything fancier.Content of book 2 :Build Websites with Style !A practical and easy introduction to CSS coding.The world is changing fast. The Covid-19 pandemic has taught us that the world should go online. All the products and services have turned the tables on physical work and sales. These changes have made it necessary to learn to build websites. Whether you are learning CSS coding to build your own website or you are a professional web designer, this book will help you learn CSS coding faster. I have worked hard to create live code samples for you to try, edit, and produce the desired results for your web page. I have included step-by-step instructions to make the learning curve smooth and digestible. CSS is all about taking care of the little things like width, length, margins, and padding. If you master the art by practicing the codes in this book, you will be able to design a visually amazing and responsive website, which will raise your business's revenue overnight. This book is filled with easy coding samples and step-by-step instructions to help you learn CSS coding.In this book you’ll discover how to utilize the following:- Internal & External CSS sheets- Backgrounds- Margins & Padding- Box Properties- Dropdown Menus & Forms- Webpage layouts- Alignments- Colors, Fonts Styles, Display Properties- CSS tables and listsIf you’ve always dreamed of creating beautiful, easy to navigate web pages, then now is your chance to learn.Content of book 3 :The market is filled to the brim with books that claim to have the secret recipe to help you learn JavaScript faster. However, few live up to the promises they make. This book is written in a practical and easy way and offers theory and plenty of practical material. There are explanations and practical examples that help beginners learn fast. Instead of diving deeper into lengthy and boring texts, I tried to get straight to the point for each topic.I have defined each topic and added an easy to understand explanation to help you understand the concepts and the main keywords that will do the magic in the code. Coupled with the explanation, you will find a code snippet for each topic that is custom written and has been tested for errors. You can copy them and load them up on a web browser to see the results, or you can simply edit them and customize them to understand them well. The choice is yours.",Andy Vickler,https://www.amazon.com/Web-development-Beginners-design-Javascript-ebook/dp/B092628H69/ref=sr_1_10?keywords=web+development+books&qid=1680599628&s=books&sr=1-10
Web Coding & Development All-in-One For Dummies (For Dummies (Computer/Tech)),$9.99,4.6,"Speak the languages that power the webWith more high-paying web development jobs opening every day, people with coding and web/app building skills are having no problems finding employment. If you're a would-be developer looking to gain the know-how to build the interfaces, databases, and other features that run modern websites, web apps, and mobile apps, look no further. Web Coding & Development All-in-One For Dummies is your go-to interpreter for speaking the languages that handle those tasks.Get started with a refresher on the rules of coding before diving into the languages that build interfaces, add interactivity to the web, or store and deliver data to sites. When you're ready, jump into guidance on how to put it all together to build a site or create an app.Get the lowdown on coding basicsReview HTML and CSSMake sense of JavaScript, jQuery, PHP, and MySQLCreate code for web and mobile appsThere's a whole world of opportunity out there for developers—and this fast-track boot camp is here to help you acquire the skills you need to take your career to new heights!",Paul McFedries,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjgwNzcyOTY1NDQzODcwOjE2ODA1OTk2Mjg6c3BfbXRmOjIwMDM5OTYyNDgwOTA2OjowOjo&url=%2FCoding-Development-All-Dummies-Computer-ebook%2Fdp%2FB07C8728J9%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dweb%2Bdevelopment%2Bbooks%26qid%3D1680599628%26s%3Dbooks%26sr%3D1-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Full-Stack React Projects: Learn MERN stack development by building modern web apps using MongoDB, Express, React, and Node.js, 2nd Edition",$36.99,4.1,"A practical, project-based guide to full-stack JavaScript web development combining the power of React with industry-tested server-side technologiesKey FeaturesBuild your career as a full-stack developer with this practical guide Understand how the different aspects of a MERN application come together through a series of practical projects Master the MERN stack by building robust social media, E-commerce store, and web-based VR game appsBook DescriptionFacebook's React combined with industry-tested, server-side technologies, such as Node, Express, and MongoDB, enables you to develop and deploy robust real-world full-stack web apps. This updated second edition focuses on the latest versions and conventions of the technologies in this stack, along with their new features such as Hooks in React and async/await in JavaScript. The book also explores advanced topics such as implementing real-time bidding, a web-based classroom app, and data visualization in an expense tracking app. Full-Stack React Projects will take you through the process of preparing the development environment for MERN stack-based web development, creating a basic skeleton app, and extending it to build six different web apps. You'll build apps for social media, classrooms, media streaming, online marketplaces with real-time bidding, and web-based games with virtual reality features. Throughout the book, you'll learn how MERN stack web development works, extend its capabilities for complex features, and gain actionable insights into creating MERN-based apps, along with exploring industry best practices to meet the ever-increasing demands of the real world. By the end of this React book, you'll be able to build production-ready MERN full-stack apps using advanced tools and techniques in modern web development.What you will learnExtend a basic MERN-based application to build a variety of applications Add real-time communication capabilities with Socket.IO Implement data visualization features for React applications using Victory Develop media streaming applications using MongoDB GridFS Improve SEO for your MERN apps by implementing server-side rendering with data Implement user authentication and authorization using JSON web tokens Set up and use React 360 to develop user interfaces with VR capabilities Make your MERN stack applications reliable and scalable with industry best practicesWho this book is forThis is one of the most useful web development books for JavaScript developers who may have worked with React but have minimal experience in full-stack development with Node, Express, and MongoDB.Table of ContentsUnleashing React Applications with MERNPreparing the Development EnvironmentBuilding a Backend with MongoDB, Express, and NodeAdding a React Frontend to Complete MERNGrowing the Skeleton into a Social Media ApplicationBuilding a Web-Based Classroom ApplicationExercising MERN Skills with an Online MarketplaceExtending the Marketplace for Orders and PaymentsAdding Real-Time Bidding Capabilities to the MarketplaceIntegrating Data Visualization with an Expense Tracking ApplicationBuilding a Media Streaming ApplicationCustomizing the Media Player and Improving SEODeveloping a Web-Based VR GameMaking the VR Game Dynamic Using MERNFollowing Best Practices and Developing MERN Further",Shama Hoque,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjgwNzcyOTY1NDQzODcwOjE2ODA1OTk2Mjg6c3BfbXRmOjIwMDc1MjQyMTY0OTk4OjowOjo&url=%2FFull-Stack-React-Projects-development-building%2Fdp%2F1839215410%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dweb%2Bdevelopment%2Bbooks%26qid%3D1680599628%26s%3Dbooks%26sr%3D1-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Full Stack Web Development For Beginners: Learn Ecommerce Web Development Using HTML5, CSS3, Bootstrap, JavaScript, MySQL, and PHP",$35.00,4.4,"Note: This work is revised today (04 November 2022) to provide new instructions on installing AMPPS (version 4.3) and accessing the phpMyAdmin interface which now requires a username and password. This book is written for absolute beginners who want to become full-stack web application developers. To become a professional full-stack web developer you have to put on many hats. HTML5, CSS3, Bootstrap, JavaScript, MySQL, and PHP are the core technologies that you must be acquainted with to develop moderate data-driven web applications. All these technologies are voluminous and you need ample time to learn each one of them.In this fast-changing technological world, no one has time to go through bulky books on these core technologies. With so many web technologies out there in the market, novices are confused and do not have enough time to evaluate these technologies to decide what to pick for their career and where to start. Keeping aside the least utilized features, I've written this book to focus on the more operational areas of these technologies that act as the first stepping stone and will provide you with a solid jump-start into the exciting world of web development. This book is meant to help you learn web development quickly by yourself. It follows a tutorial approach in which hands-on exercises, augmented with illustrations, are provided to teach you web application development in a short period of time. Once you get grips on these core web development technologies through this book, you will be able to easily set the destination for your future.With uncountable sites and freely available material, this book is written due to the following reasons:Assemble all scattered pieces in one place. This volume contains HTML5, CSS3, JavaScript, Bootstrap, PHP and MySQL. Sequential instructions are provided to download and install the required software and components to set up a complete development environment on your own pc.Focus on inspiring practical aspects of these web technologies.Last but not least, move novices gradually right from creating an HTML file with a text editor, through learning HTML, CSS, JavaScript, Bootstrap, MySQL, and PHP all the way to creating and deploying a professional e-commerce website that comprises static and dynamic pages.From web introduction to hands-on examples and from website designing to its deployment, this book surely is a complete resource for those who know little or nothing about professional web development.",Riaz Ahmed,https://www.amazon.com/Full-Stack-Web-Development-Beginners/dp/B092P76L9Y/ref=sr_1_13?keywords=web+development+books&qid=1680599628&s=books&sr=1-13
Fundamentals of Web Development,$35.78,4,Same Contents as in US edition - ISBN - 9789332575271 - Printed in Asia - Expedited Shipping available -,RANDY CONNOLLY ET AL,https://www.amazon.com/Fundamentals-Web-Development-Randy-Connolly/dp/9332575274/ref=sr_1_15?keywords=web+development+books&qid=1680599628&s=books&sr=1-15
